ArealAttributionType,PoliceDistrict,PoliceMerhav,PoliceStation,Settlement_Council,StatArea,Quarter,StatisticCrimeGroup,StatisticCrimeType,TikimSum
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q3,עבירות סדר ציבורי,הפרעות במהלך בחירות תקין,10
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q3,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,5
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q3,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,7
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q3,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q3,עבירות סדר ציבורי,תקיפת והכשלת שוטר,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q3,עבירות תנועה,נהיגה בתקופת פסילה,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q3,עבירות תנועה,עבירות טכניות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q3,קבוצת כל השאר,סטיסטי כל השאר,5
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,,,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות בטחון,ידוי אבנים,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות בטחון,עבירות אחרות כלפי בטחון,2
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות כלפי המוסר,שמוש בסמים מסוכנים,6
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות כלפי הרכוש,"גניבה ע""י עובדים וסוכנים",1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,2
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות כלפי הרכוש,גניבות אחרות,3
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות כלפי הרכוש,גניבת אופניים,3
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,5
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות כלפי הרכוש,התפרצות לבית דירה,4
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות כלפי הרכוש,סחיטה,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות כלפי הרכוש,עבירות נגד המחשב,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות מין,הטרדה מינית,2
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות מרמה,זיוף מסמכים והפצתם,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,9
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות סדר ציבורי,איומים,2
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות סדר ציבורי,הסגות גבול,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,3
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,4
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,3
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות סדר ציבורי,תקיפת והכשלת שוטר,3
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות סדר ציבורי,תקיפת שוטר בנסיבות חמורות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2018-Q4,עבירות תנועה,עבירות טכניות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q1,עבירות בטחון,עבירות אחרות כלפי בטחון,2
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q1,עבירות כלפי המוסר,שמוש בסמים מסוכנים,2
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q1,עבירות כלפי הרכוש,גניבה מתוך רכב,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q1,עבירות כלפי הרכוש,גניבות אחרות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q1,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q1,עבירות כלפי הרכוש,התפרצות לבית דירה,3
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q1,עבירות כלפי הרכוש,עבירות כלפי הרכוש,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q1,עבירות כלפי הרכוש,עבירות נגד המחשב,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q1,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,2
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q1,עבירות סדר ציבורי,איומים,2
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q1,עבירות סדר ציבורי,הסגות גבול,2
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q1,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q1,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,3
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות בטחון,עבירות אחרות כלפי בטחון,3
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות כלפי המוסר,החזקת סמים שלא לצריכה עצמית,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות כלפי המוסר,"סחר,יבוא ויצוא סמים",1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות כלפי המוסר,שמוש בסמים מסוכנים,4
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות כלפי הרכוש,גניבה מתוך רכב,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות כלפי הרכוש,"גניבה ע""י עובדים וסוכנים",1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות כלפי הרכוש,גניבות אחרות,2
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,4
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות כלפי הרכוש,התפרצות לבית דירה,11
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות כלפי הרכוש,סחר והחזקה בחלקי רכב גנובים,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות כלפי הרכוש,עבירות נגד המחשב,2
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,7
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות סדר ציבורי,איומים,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות סדר ציבורי,קטטות והפרעות ברחובות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות תנועה,חגורות בטיחות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות תנועה,עבירות טכניות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,עבירות תנועה,שכרות,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q2,קבוצת כל השאר,סטיסטי כל השאר,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q3,עבירות כלפי המוסר,החזקת סמים שלא לצריכה עצמית,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q3,עבירות כלפי המוסר,"סחר,יבוא ויצוא סמים",1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q3,עבירות כלפי המוסר,שמוש בסמים מסוכנים,4
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q3,עבירות כלפי הרכוש,גניבה מתוך רכב,3
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q3,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,5
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q3,עבירות כלפי הרכוש,הצתה,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q3,עבירות כלפי הרכוש,התפרצות לבית דירה,12
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q3,עבירות כלפי הרכוש,סחיטה,2
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q3,עבירות מרמה,זיוף מסמכים והפצתם,1
תיקים באזור סטטיסטי,מחוז שי,מרחב שומרון שי,תחנת אריאל מרחב שומרון,אורנית,37600001.0,2019-Q3,עבירות מרמה,שאר עבירות מרמה,1
