ArealAttributionType,PoliceDistrict,PoliceMerhav,PoliceStation,Settlement_Council,StatArea,Quarter,StatisticCrimeGroup,StatisticCrimeType,TikimSum
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,טמרה,89000005.0,2018-Q1,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,טמרה,89000005.0,2018-Q2,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,טמרה,89000005.0,2018-Q2,עבירות כלפי הרכוש,סחיטה,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,טמרה,89000005.0,2018-Q2,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,טמרה,89000005.0,2018-Q2,עבירות סדר ציבורי,איומים,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,טמרה,89000005.0,2018-Q2,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,טמרה,89000005.0,2018-Q3,עבירות סדר ציבורי,איומים,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,טמרה,89000005.0,2022-Q1,עבירות כלפי הרכוש,סחיטה,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,טמרה,89000005.0,2022-Q1,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,טמרה,89000006.0,2018-Q1,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,טמרה,89000006.0,2018-Q3,עבירות מרמה,עבירות הנוגעות לכרטיסי חיוב,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,טמרה,89000006.0,2020-Q4,עבירות מרמה,מרמה ועושק,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,טמרה,89000007.0,2018-Q4,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,טמרה,89000007.0,2023-Q1,עבירות סדר ציבורי,איומים,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,טמרה,89000008.0,2020-Q4,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,טמרה,89000008.0,2021-Q2,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות כלכליות,עבירות על פקוח כלכלי,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות כלפי המוסר,"גידול,ייצור והפקת-סמים",1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות כלפי המוסר,שמוש בסמים מסוכנים,18
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות כלפי הרכוש,גניבה מתוך רכב,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות כלפי הרכוש,גניבת אופניים,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,6
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות כלפי הרכוש,הצתה,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות כלפי הרכוש,סחיטה,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות מרמה,זיוף מסמכים והפצתם,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות מרמה,מרמה ועושק,2
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות מרמה,שאר עבירות מרמה,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,10
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות נגד גוף,חבלה גופנית חמורה,3
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות סדר ציבורי,איומים,17
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,2
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,16
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,10
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות סדר ציבורי,קטטות והפרעות ברחובות,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות סדר ציבורי,תקיפת והכשלת שוטר,2
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,עבירות רשוי,"נשק,תחמושת וחמרי נפץ",1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q1,קבוצת כל השאר,סטיסטי כל השאר,9
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות כלפי המוסר,החזקת סמים שלא לצריכה עצמית,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות כלפי המוסר,"סחר,יבוא ויצוא סמים",1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות כלפי המוסר,שמוש בסמים מסוכנים,11
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות כלפי הרכוש,גניבות אחרות,7
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,11
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות כלפי הרכוש,הצתה,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות כלפי הרכוש,התפרצות לבית דירה,3
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות כלפי הרכוש,סחיטה,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות כלפי הרכוש,עבירות נגד המחשב,3
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות מרמה,זיוף מסמכים והפצתם,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,14
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות נגד גוף,חבלה גופנית חמורה,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות נגד גוף,רשלנות ופחזות פלילית,2
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות סדר ציבורי,איומים,23
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,10
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,עבירות סדר ציבורי,קטטות והפרעות ברחובות,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q2,קבוצת כל השאר,סטיסטי כל השאר,4
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות כלפי המוסר,שמוש בסמים מסוכנים,15
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,3
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות כלפי הרכוש,גניבות אחרות,7
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות כלפי הרכוש,גניבת חלקי רכב,2
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,17
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות כלפי הרכוש,הצתה,2
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות כלפי הרכוש,התפרצות לבית דירה,2
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות כלפי הרכוש,סחיטה,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות כלפי הרכוש,שוד בנסיבות חמורות,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות נגד אדם,נסיון לרצח,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,16
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות נגד גוף,חבלה גופנית חמורה,5
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות נגד גוף,רשלנות ופחזות פלילית,2
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות סדר ציבורי,איומים,23
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות סדר ציבורי,הסגות גבול,3
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,5
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,10
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,5
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות סדר ציבורי,תקיפת והכשלת שוטר,4
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות רשוי,"מלאכות,תעשיות,עסקים",1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות רשוי,עבירות נגד הסביבה,2
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות תנועה,אחרים,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,עבירות תנועה,עבירות טכניות,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q3,קבוצת כל השאר,סטיסטי כל השאר,2
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות כלפי המוסר,החזקת סמים שלא לצריכה עצמית,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות כלפי המוסר,"סחר,יבוא ויצוא סמים",1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות כלפי המוסר,שמוש בסמים מסוכנים,10
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,2
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות כלפי הרכוש,גניבות אחרות,2
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,3
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות כלפי הרכוש,הצתה,7
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות כלפי הרכוש,התפרצות לבית דירה,3
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,2
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות כלפי הרכוש,עבירות נגד המחשב,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות כלפי הרכוש,שוד בנסיבות חמורות,2
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות מין,הטרדה מינית,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות מרמה,זיוף מסמכים והפצתם,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,13
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות נגד גוף,חבלה גופנית חמורה,4
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות סדר ציבורי,איומים,7
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות סדר ציבורי,הסגות גבול,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,3
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,9
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,3
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,עבירות רשוי,עבירות נגד הסביבה,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2018-Q4,קבוצת כל השאר,סטיסטי כל השאר,5
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2019-Q1,עבירות כלפי המוסר,החזקת סמים שלא לצריכה עצמית,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2019-Q1,עבירות כלפי המוסר,"סחר,יבוא ויצוא סמים",1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2019-Q1,עבירות כלפי המוסר,שמוש בסמים מסוכנים,8
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2019-Q1,עבירות כלפי הרכוש,גניבה מתוך רכב,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2019-Q1,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2019-Q1,עבירות כלפי הרכוש,גניבות אחרות,4
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2019-Q1,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,6
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2019-Q1,עבירות כלפי הרכוש,הצתה,5
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2019-Q1,עבירות כלפי הרכוש,התפרצות לבית דירה,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2019-Q1,עבירות כלפי הרכוש,עבירות נגד המחשב,2
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2019-Q1,עבירות מין,הטרדה מינית,1
תיקים באזור סטטיסטי,מחוז צפון,מרחב גליל צפון,תחנת טמרה גליל צפון,כאבול,5040001.0,2019-Q1,עבירות מרמה,זיוף מסמכים והפצתם,1
